Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Number of Investors,Number of Funding Rounds,Organization Description,Organization Industries,Organization Location,Organization Revenue Range,Organization Website,Organization Name,Organization Name URL
Series B - Apsis,https://www.crunchbase.com/funding_round/apsis-19b1-series-b--9329b0fc,Series B,50000000,CNY,7108330,2023-05-22,1,2,"Apsis preserves the natural beauty of pearls and nature through sourcing, grading, evaluation, jewelry design, manufacture, and sales.","Jewelry, Manufacturing","Eastern, Hong Kong Island, Hong Kong, Asia",,,Apsis,https://www.crunchbase.com/organization/apsis-19b1
Series A - Shanghai Carbon International,https://www.crunchbase.com/funding_round/shanghai-carbon-international-series-a--1235e623,Series A,,,,2023-05-24,1,1,Shanghai Carbon International is a developer of carbon paper core materials for hydrogen fuel cells.,Advanced Materials,"Jiading, Shanghai, China, Asia",,,Shanghai Carbon International,https://www.crunchbase.com/organization/shanghai-carbon-international
Series B - 410 Medical,https://www.crunchbase.com/funding_round/410-medical-series-b--9902c29a,Series B,7500000,USD,7500000,2023-05-25,6,12,410 Medical is a medical device company dedicated to developing innovative products that enable frontline medical providers to improve care.,"Health Care, Medical, Medical Device","Durham, North Carolina, United States, North America",$1M to $10M,http://410medical.com/,410 Medical,https://www.crunchbase.com/organization/410-medical
Series B - MoCaFi,https://www.crunchbase.com/funding_round/mocafi-series-b--bf23a031,Series B,23500000,USD,23500000,2023-05-31,5,8,MoCaFi is a developer of a personal financial platform that improves the financial behaviors of underbanked communities.,"Analytics, Banking, Consumer, Financial Services, FinTech, Payments","New York, New York, United States, North America",$1M to $10M,https://www.mocafi.com/,MoCaFi,https://www.crunchbase.com/organization/mocafi
Series A - Cyted,https://www.crunchbase.com/funding_round/cyted-series-a--3cc5f3ee,Series A,13400000,GBP,16724536,2023-05-17,2,6,"Diagnostics, Healthcare, Early Detection, Prevention","Biotechnology, Health Care, Medical Device","Cambridge, Cambridgeshire, United Kingdom, Europe",,https://cyted.ai,Cyted,https://www.crunchbase.com/organization/cyted
Series A - Paidian Technology,https://www.crunchbase.com/funding_round/paidian-technology-series-a--a2d68c36,Series A,100000000,CNY,14095426,2023-06-01,1,2,Paidian Technology designs and manufactures smart electric motorcycles.,"Electric Vehicle, Manufacturing, Transportation","Shanghai, Shanghai, China, Asia",,https://www.paidiandong.cn,Paidian Technology,https://www.crunchbase.com/organization/paidian-technology
Series A - Chuan Dou La,https://www.crunchbase.com/funding_round/chuan-dou-la-series-a--9b1b4960,Series A,30000000,CNY,4250857,2023-05-23,1,1,"Chuan Dou specialized in hot-selling products expands the product line, and relies on high gross margins to increase the profitability.","Food and Beverage, Food Delivery, Food Processing","Jinan, Shandong, China, Asia",,,Chuan Dou La,https://www.crunchbase.com/organization/chuan-dou-la
Series A - VITURE,https://www.crunchbase.com/funding_round/viture-series-a--ae0b2522,Series A,10000000,CNY,1402740,2023-06-07,1,2,"VITURE is a 2C technology company dedicated to developing AR technology, creating trendy XR glasses.","Computer, Electronics","San Francisco, California, United States, North America",Less than $1M,https://www.viture.com/,VITURE,https://www.crunchbase.com/organization/viture
Series A - Check & Visit,https://www.crunchbase.com/funding_round/check-visit-series-a--562dc287,Series A,12500000,EUR,13414176,2023-05-26,4,2,Check & Visit is a experts make the inventory with photos of your apartment.,"Real Estate, Software","Rennes, Bretagne, France, Europe",,https://checkandvisit.com/,Check & Visit,https://www.crunchbase.com/organization/check-visit
Series B - Sera Systems,https://www.crunchbase.com/funding_round/sera-systems-series-b--b23f96e6,Series B,,,,2023-05-23,,2,Sera Systems is a software company that provides comprehensive business solutions for home services industry.,"Apps, Home Services, Service Industry, Software","Grapevine, Texas, United States, North America",,https://sera.tech,Sera Systems,https://www.crunchbase.com/organization/sera-systems
Series B - Boao Mingsai,https://www.crunchbase.com/funding_round/boao-mingsai-series-b--4ef28f95,Series B,200000000,CNY,28424837,2023-05-18,2,2,Boao Mingsai is a biopharmaceutical company that focuses on the drug development.,"Biopharma, Pharmaceutical","Suzhou, Jiangsu, China, Asia",,http://biomissile.com/,Boao Mingsai,https://www.crunchbase.com/organization/boao-mingsai
Series B - Fengtai Technology,https://www.crunchbase.com/funding_round/fengtai-technology-series-b--9f29ecd9,Series B,120000000,CNY,16855352,2023-06-06,2,5,Fengtai Technology is an innovative company specializing in industrial control systems.,Consumer Goods,"Beijing, Beijing, China, Asia",,http://www.fengtaisec.com/,Fengtai Technology,https://www.crunchbase.com/organization/fengtai-technology
Series A - Qimeng Technology,https://www.crunchbase.com/funding_round/qimeng-technology-series-a--27f8ddf3,Series A,,,,2023-06-06,1,3,Qimeng Technology is a fintech service provider that provides full-process TAMP solutions for financial institutions.,"FinTech, Information Technology, Software","Shanghai, Shanghai, China, Asia",,https://www.jingyizhanye.com/,Qimeng Technology,https://www.crunchbase.com/organization/qimeng-technology
Series A - Foodomarket,https://www.crunchbase.com/funding_round/foodomarket-series-a--b7105783,Series A,9500000,GBP,11927166,2023-06-08,1,3,Foodomarket is a marketplace for restaurants and other food professionals to compare and optimize their purchases.,"Food and Beverage, Food Delivery, Internet","Paris, Ile-de-France, France, Europe",,https://www.foodomarket.com/shop/,Foodomarket,https://www.crunchbase.com/organization/foodomarket
Series A - Enerol Nanotechnologies,https://www.crunchbase.com/funding_round/enerol-nanotechnologies-series-a--14cdd407,Series A,,,,2023-06-08,1,2,Rotronac is a diaphragm developer for new energy storage devices.,"Battery, Energy, Energy Storage, Nanotechnology","Ningbo, Zhejiang, China, Asia",,https://enerol.com.cn/,Enerol Nanotechnologies,https://www.crunchbase.com/organization/enerol-nanotechnologies
Series A - Ariga Technologies,https://www.crunchbase.com/funding_round/ariga-technologies-5ba2-series-a--ad1983a6,Series A,15000000,USD,15000000,2023-06-01,2,2,Ariga gives software engineering teams the quickest and safest approach to manage database schema changes.,"Database, Developer Platform, Developer Tools","Tel Aviv, Tel Aviv, Israel, Asia",,http://ariga.io,Ariga Technologies,https://www.crunchbase.com/organization/ariga-technologies-5ba2
Series B - Eastend,https://www.crunchbase.com/funding_round/eastend-series-b--5dda7775,Series B,5000000000,KRW,3807565,2023-06-01,3,2,Eastend is an e-commerce company engaged in the fashion business.,"E-Commerce, Fashion, Sales","Seongdong, Kyonggi-do, South Korea, Asia",$1M to $10M,https://www.eastend.co.kr/,Eastend,https://www.crunchbase.com/organization/eastend
Series A - Chubao Film and Television,https://www.crunchbase.com/funding_round/chubao-film-and-television-series-a--306f7283,Series A,20000000,CNY,2854044,2023-05-19,1,1,Chubao Film and Television is a film and television cultural service provider.,"Film, Media and Entertainment, TV",,,,Chubao Film and Television,https://www.crunchbase.com/organization/chubao-film-and-television
Series B - M Stand,https://www.crunchbase.com/funding_round/m-stand-series-b--49b83cb7,Series B,,,,2023-06-05,1,3,M Stand is a trendy coffee chain brand that offers a fusion of creative special notes and boutique coffee.,"Brand Marketing, Coffee, Consumer","Shanghai, Shanghai, China, Asia",,http://www.mstand.cn,M Stand,https://www.crunchbase.com/organization/m-stand
Series B - E-Farm,https://www.crunchbase.com/funding_round/e-farm-com-series-b--c73406a7,Series B,11000000,EUR,11745987,2023-05-31,3,4,E-FARM is the first full service provider for global and efficient trading of pre-owned farm equipment.,"Automotive, E-Commerce, Farming, Trading Platform","Hamburg, Hamburg, Germany, Europe",$1M to $10M,https://www.e-farm.com,E-Farm,https://www.crunchbase.com/organization/e-farm-com
Series A - Yuanwei Semiconductor,https://www.crunchbase.com/funding_round/yuanwei-semiconductor-series-a--7c422bd8,Series A,,,,2023-05-31,1,2,"Yuanwei Semiconductor focuses on the R & D, design and application sales of IoT intelligent power drive chips.","Electronics, Semiconductor","Wuxi Shi, Jiangsu, China, Asia",,http://www.power-micro.com/cn/index.asp,Yuanwei Semiconductor,https://www.crunchbase.com/organization/yuanwei-semiconductor
Series A - Bloom,https://www.crunchbase.com/funding_round/bloom-856e-series-a--66f65aae,Series A,7000000,USD,7000000,2023-05-16,1,1,Bloom is a Canadian fintech that provides home equity release solutions to 55+ homeowners.,Financial Services,"Toronto, Ontario, Canada, North America",,https://www.bloomfin.ca/,Bloom,https://www.crunchbase.com/organization/bloom-856e
Series A - Trustay,https://www.crunchbase.com/funding_round/trustay-series-a--652fdf8b,Series A,3000000000,KRW,2247039,2023-05-18,1,1,Trustay is a real estate asset management company.,"Real Estate, Real Estate Investment, Residential","Seoul, Seoul-t'ukpyolsi, South Korea, Asia",,https://www.trustay.me,Trustay,https://www.crunchbase.com/organization/trustay
Series A - GPR,https://www.crunchbase.com/funding_round/GPR-series-a--857f6c54,Series A,,,,2023-05-18,1,5,GPR provides driver assist systems for transports.,"Mapping Services, Navigation, Service Industry, Transportation","Somerville, Massachusetts, United States, North America",$10M to $50M,http://www.gpr.com,GPR,https://www.crunchbase.com/organization/GPR
Series A - Durian Xiaoxia,https://www.crunchbase.com/funding_round/durian-xiaoxia-series-a--f4dc09c9,Series A,,,,2023-05-16,1,1,Durian Xiaoxia is a durian bakery brand that focuses on R&D and innovation for unique flavor snacks and popular drinks.,"Bakery, Food and Beverage","Qingdao Shi, Shandong, China, Asia",,,Durian Xiaoxia,https://www.crunchbase.com/organization/durian-xiaoxia
Series A - Eturnity AG,https://www.crunchbase.com/funding_round/eturnity-ag-series-a--603a74a0,Series A,8000000,CHF,8797831,2023-06-07,1,2,Eturnity AG is a young company in the field of renewable energies.,"Information Technology, Renewable Energy","Chur, Graubunden, Switzerland, Europe",Less than $1M,https://eturnity.ch,Eturnity AG,https://www.crunchbase.com/organization/eturnity-ag
Series A - Carsup,https://www.crunchbase.com/funding_round/carsup-series-a--2e89acec,Series A,6000000,EUR,6417709,2023-06-07,1,2,Carsup offers concierge services for exceptional cars.,"Automotive, Service Industry","Paris, Ile-de-France, France, Europe",,https://en.carsup.io/,Carsup,https://www.crunchbase.com/organization/carsup
Series A - Degame,https://www.crunchbase.com/funding_round/degame-series-a--cca4153b,Series A,6500000,USD,6500000,2023-05-30,16,2,"Degame is an NFT gaming platform that provides token analytics, tracking, research, gaming strategy, and IGO.","Blockchain, Cryptocurrency, Gaming","Singapore, Central Region, Singapore, Asia",,https://degame.com/en/home,Degame,https://www.crunchbase.com/organization/degame
Series B - Haopu,https://www.crunchbase.com/funding_round/haopu-series-b--17de2c15,Series B,100000000,CNY,14062521,2023-05-31,2,2,"Haopu is a scientific and technological entity integrating scientific research, production and service.","Chemical, Manufacturing",,,http://haopu.tech/,Haopu,https://www.crunchbase.com/organization/haopu
Series A - Coremins,https://www.crunchbase.com/funding_round/coremins-series-a--7adda605,Series A,,,,2023-05-16,1,1,Coremins,"Manufacturing, Semiconductor, Service Industry","Zhuhai, Guangdong, China, Asia",,,Coremins,https://www.crunchbase.com/organization/coremins
Series A - MeBotX,https://www.crunchbase.com/funding_round/mebot-x-series-a--8b5d7100,Series A,,,,2023-05-31,2,1,MeBotX is a technology-driven enterprise that develops wearable robot equipment.,"Information Technology, Robotics, Wearables","Suzhou, Jiangsu, China, Asia",,http://www.mebotx.com/,MeBotX,https://www.crunchbase.com/organization/mebot-x
Series A - Bagou,https://www.crunchbase.com/funding_round/bagou-series-a--becd4169,Series A,,,,2023-06-05,1,2,Bagou is a brand that specializes in instant noodles and noodles.,"Food and Beverage, Manufacturing, Snack Food",,,,Bagou,https://www.crunchbase.com/organization/bagou
Series A - Xinhua United,https://www.crunchbase.com/funding_round/xinhua-united-series-a--9aabe047,Series A,,,,2023-05-16,1,1,"Xinhua United is an orthopedic medical device company,",Medical Device,"Shandong, Fujian, China, Asia",,,Xinhua United,https://www.crunchbase.com/organization/xinhua-united
Series B - Eplus 3d,https://www.crunchbase.com/funding_round/eplus-3d-series-b--d1c2e3cd,Series B,,,,2023-05-25,4,1,Eplus 3d is committed to the research and development and promotion of industrial-grade 3D printing.,"3D Printing, Industrial, Manufacturing","Hangzhou, Zhejiang, China, Asia",,https://www.eplus3d.cn/,Eplus 3d,https://www.crunchbase.com/organization/eplus-3d
Series A - FLINTpro,https://www.crunchbase.com/funding_round/the-mullion-group-series-a--93172fe3,Series A,13500000,AUD,8946588,2023-05-18,5,2,FLINTpro develops natural capital and carbon reporting software that supports organizations throughout their sustainability journey.,"Analytics, Information Technology, SaaS, Software","Fort Collins, Colorado, United States, North America",,https://flintpro.com/,FLINTpro,https://www.crunchbase.com/organization/the-mullion-group
Series A - Leading Magpie Technology,https://www.crunchbase.com/funding_round/leading-magpie-technology-series-a--3e23476c,Series A,10000000,CNY,1438310,2023-05-15,1,3,Leading Magpie Technology,"3D Technology, Manufacturing","Nanjing, Jiangsu, China, Asia",,,Leading Magpie Technology,https://www.crunchbase.com/organization/leading-magpie-technology
Series A - AntiraTech,https://www.crunchbase.com/funding_round/antiratech-series-a--878d2139,Series A,10000000,CNY,1409542,2023-06-01,1,2,"AntiraTech is a high-tech company that specializes in the areas of security, offense, and defense in actual conflict.","Security, Software","Washington, District of Columbia, United States, North America",,https://www.antiratech.com,AntiraTech,https://www.crunchbase.com/organization/antiratech
Series A - Gaoneng Jishi,https://www.crunchbase.com/funding_round/gaoneng-jishi-series-a--a65a7719,Series A,30000000,CNY,4286571,2023-05-17,1,1,Gaoneng Jishi is a young consumer-focused Internet star mobile dining car brand.,"Food and Beverage, Internet, Snack Food",,,,Gaoneng Jishi,https://www.crunchbase.com/organization/gaoneng-jishi
Series A - NUVIEW,https://www.crunchbase.com/funding_round/nuview-1f24-series-a--63bd0eff,Series A,12000000,USD,12000000,2023-06-05,8,2,NUVIEW is a sattelite-based LiDAR earth remoting sensing company.,"Satellite Communication, Sensor","Orlando, Florida, United States, North America",,https://nuview.space/,NUVIEW,https://www.crunchbase.com/organization/nuview-1f24
Series A - VELOTRIC,https://www.crunchbase.com/funding_round/velotric-series-a--d0407425,Series A,,,,2023-06-05,1,2,Vilego is a manufacturer of shared motorcycles.,"Electric Vehicle, Transportation, Travel","Shenzhen, Guangdong, China, Asia",,https://www.velotricbike.com,VELOTRIC,https://www.crunchbase.com/organization/velotric
Series A - Pear Bio,https://www.crunchbase.com/funding_round/pear-diagnostics-series-a--3ca2cc05,Series A,14000000,USD,14000000,2023-05-15,6,8,Pear Bio uses organ-on-chip and computer vision to model cancer spread and quantify the effects of drugs on cancer progression.,"Biotechnology, Health Care, Medical","London, England, United Kingdom, Europe",,https://pearbio.com,Pear Bio,https://www.crunchbase.com/organization/pear-diagnostics
Series A - Zikoo,https://www.crunchbase.com/funding_round/zikoo-series-a--02ca6c4e,Series A,,,,2023-06-01,1,1,Zikoo focuses on the segmented track of pallet storage robots and provides global customers the intelligent storage solutions.,"Information Technology, Robotics, Software","Zhangjiagang, Jiangsu, China, Asia",,,Zikoo,https://www.crunchbase.com/organization/zikoo
Series A - Cytocares,https://www.crunchbase.com/funding_round/cytocares-series-a--b761d5d6,Series A,100000000,CNY,14288572,2023-05-17,5,1,Cytocares offers innovative drug design for antibody novel medication creation and development in the realm of tumor immunity.,"Biotechnology, Medical, Product Research",,,http://www.cytocares.com,Cytocares,https://www.crunchbase.com/organization/cytocares
Series A - Swapp,https://www.crunchbase.com/funding_round/buildos-series-a--97f47d5b,Series A,11500000,USD,11500000,2023-05-17,4,4,Swapp aims to disrupt the current planning methodologies by providing an AI-driven end-to-end planning service.,"Artificial Intelligence, Big Data, Construction, Information Technology, Real Estate, Software","Tel Aviv, Tel Aviv, Israel, Asia",,https://www.swapp.net/,Swapp,https://www.crunchbase.com/organization/buildos
Series A - Sicona Battery Technologies,https://www.crunchbase.com/funding_round/sicona-battery-technologies-series-a--c758a9e4,Series A,10320000,AUD,6688924,2023-05-31,1,2,Sicona develops next generation battery technology used in the anodes of lithium-ion batteries.,Nanotechnology,"Alexandria, New South Wales, Australia, Oceania",,http://siconabattery.com/,Sicona Battery Technologies,https://www.crunchbase.com/organization/sicona-battery-technologies
Series A - Aplós,https://www.crunchbase.com/funding_round/aplós-series-a--d6d4a3ca,Series A,5500000,USD,5500000,2023-06-03,1,2,Aplós creates a bold and aromatic non-alcoholic spirit that offers a sophisticated new way to unwind.,Food and Beverage,"Miami, Florida, United States, North America",,https://aplos.world/,Aplós,https://www.crunchbase.com/organization/aplós
Series A - Aliben,https://www.crunchbase.com/funding_round/aliben-series-a--371a4bb6,Series A,,,,2023-05-29,1,1,"Ai Liben Technology is a technologically advanced company that combines R&D, production, sales, and technical services.","Manufacturing, Service Industry","Chengdu, Sichuan, China, Asia",,http://www.aliben.cn/,Aliben,https://www.crunchbase.com/organization/aliben
Series B - JumpStart Coffee,https://www.crunchbase.com/funding_round/jumpstart-coffee-series-b--875bc9d0,Series B,,,,2023-05-26,2,1,JumpStart Coffee engages in self-serve coffee shop/smart coffee vending machines.,"Coffee, Vending and Concessions","Jakarta, Jakarta Raya, Indonesia, Asia",,https://www.jumpstartcoffee.net/,JumpStart Coffee,https://www.crunchbase.com/organization/jumpstart-coffee
Series A - Core Semiconductor,https://www.crunchbase.com/funding_round/core-semiconductor-series-a--d25b1144,Series A,,,,2023-05-30,1,1,Core Semiconductor is a manufacturer of semiconductor power chips and devices.,"Manufacturing, Semiconductor","Hangzhou, Zhejiang, China, Asia",,,Core Semiconductor,https://www.crunchbase.com/organization/core-semiconductor
Series B - Certn,https://www.crunchbase.com/funding_round/certn-series-b--22d5ed06,Series B,109000000,USD,109000000,2023-05-30,0,9,Certn provides AI background screening solutions for recruiters and businesses.,"Artificial Intelligence, Big Data, Information Services, Information Technology, Internet, Software","Victoria, British Columbia, Canada, North America",,http://www.certn.co,Certn,https://www.crunchbase.com/organization/certn
Series A - little geek,https://www.crunchbase.com/funding_round/little-geek-series-a--3e79e1bd,Series A,,,,2023-05-29,1,1,little geek is a software development and service platform that provides structured online product sales services.,"Big Data, Information Technology","Shanghai, Shanghai, China, Asia",,,little geek,https://www.crunchbase.com/organization/little-geek
Series A - Winshare New Energy,https://www.crunchbase.com/funding_round/winshare-new-energy-series-a--cd563ac7,Series A,,,,2023-05-29,1,1,Winshare New Energy is an energy storage thermal management component manufacturer.,"Energy, Energy Management, Manufacturing","Hefei, Anhui, China, Asia",,,Winshare New Energy,https://www.crunchbase.com/organization/winshare-new-energy
Series A - CTP Parking,https://www.crunchbase.com/funding_round/ctp-parking-series-a--52f44fa0,Series A,,,,2023-05-26,1,2,CTP Parking is a smart parking platform company and a technology-driven parking travel and parking space resource management company.,"Car Sharing, Parking","Shanghai, Shanghai, China, Asia",,http://www.enctp.com/nav/9.html,CTP Parking,https://www.crunchbase.com/organization/ctp-parking
Series A - Realman,https://www.crunchbase.com/funding_round/realman-cca4-series-a--6c119a09,Series A,,,,2023-05-15,4,1,"Realman focuses on the research, development, manufacture, and marketing of ultra-lightweight humanoid robotic arms.","Manufacturing, Product Research, Robotics","Shijingshan, Beijing, China, Asia",,http://www.realman-robotics.com,Realman,https://www.crunchbase.com/organization/realman-cca4
Series B - Hong Jing Drive,https://www.crunchbase.com/funding_round/hong-jing-drive-series-b--713e4f09,Series B,,,,2023-05-26,1,7,Hong Jing Drive provides a computing platform for autonomous driving vehicles.,"Artificial Intelligence, Automotive, Autonomous Vehicles","Hangzhou, Zhejiang, China, Asia",,http://www.hongjingdrive.com/,Hong Jing Drive,https://www.crunchbase.com/organization/hong-jing-drive
Series A - VIAS Campus Management,https://www.crunchbase.com/funding_round/vias-campus-management-series-a--08a1193e,Series A,3300000,USD,3300000,2023-05-24,1,1,VIAS provides an industry-leading Student Information System that streamlines operations for higher educational institutions.,"EdTech, Education, Enterprise Software, Software","Oklahoma City, Oklahoma, United States, North America",,https://www.getvias.com/,VIAS Campus Management,https://www.crunchbase.com/organization/vias-campus-management
Series A - DEEPQ,https://www.crunchbase.com/funding_round/deepq-series-a--9bc5596a,Series A,,,,2023-07-01,2,4,DEEPQ provides artificial intelligence services in the financial industry.,"Artificial Intelligence, Finance, Machine Learning, Software","Zhangjiang, Shanghai, China, Asia",,http://www.shenqingtech.com,DEEPQ,https://www.crunchbase.com/organization/deepq
Series A - Mate Fertility,https://www.crunchbase.com/funding_round/mate-fertility-series-a--4c953030,Series A,5200000,USD,5200000,2023-05-23,9,5,Mate Fertility operates tech-enabled fertility clinics that offer affordable and accessible fertility services.,"Fertility, Health Care, Medical","Los Angeles, California, United States, North America",,https://matefertility.com/,Mate Fertility,https://www.crunchbase.com/organization/mate-fertility
Series A - Intrepid Automation,https://www.crunchbase.com/funding_round/intrepid-automation-series-a--e4ef1ea5,Series A,,,,2023-05-30,,2,"Intrepid Automation develops digital manufacturing systems to produce plastic, elastomeric, and metal parts.","3D Printing, Cloud Computing, Industrial Automation, Manufacturing","San Diego, California, United States, North America",,http://intrepidautomation.com/,Intrepid Automation,https://www.crunchbase.com/organization/intrepid-automation
Series A - Sensoneo,https://www.crunchbase.com/funding_round/sensoneo-series-a--3ff42aac,Series A,6200000,EUR,6683461,2023-06-08,4,5,Sensoneo is a provider of enterprise-grade smart waste management solutions for cities and businesses,"Industrial Engineering, Internet of Things, Waste Management","Bratislava, Bratislava, Slovakia (Slovak Republic), Europe",,http://www.sensoneo.com,Sensoneo,https://www.crunchbase.com/organization/sensoneo
Series A - Yili Electromagnetic Technology,https://www.crunchbase.com/funding_round/yili-electromagnetic-technology-series-a--6baa740e,Series A,,,,2023-05-17,2,1,"Yili Electromagnetic Technology specialized in the design, development, and manufacturing of vital parts of solenoid valves.","Automotive, Manufacturing","Ningbo, Zhejiang, China, Asia",,http://www.eliee.cn/,Yili Electromagnetic Technology,https://www.crunchbase.com/organization/yili-electromagnetic-technology
Series A - Nohbo,https://www.crunchbase.com/funding_round/nohbo-series-a--ba809ed3,Series A,,,,2023-06-05,5,2,Nohbo operates as a sustainable beauty and personal care technology company.,"Beauty, Personal Health, Wellness","Melbourne, Florida, United States, North America",Less than $1M,https://nohbo.com,Nohbo,https://www.crunchbase.com/organization/nohbo
Series A - Liangyou Smart,https://www.crunchbase.com/funding_round/liangyou-smart-series-a--4a219e40,Series A,,,,2023-05-25,,1,Liangyou Smart specializes in the development of artificial intelligence application software solutions.,"Artificial Intelligence, Information Technology, Service Industry","Changshan, Hunan, China, Asia",,,Liangyou Smart,https://www.crunchbase.com/organization/liangyou-smart
Series A - Astor,https://www.crunchbase.com/funding_round/astor-series-a--1643c236,Series A,,,,2023-05-17,1,1,Astor provides R&D and manufacturing of automation equipment and carrier fixtures with supply of different hardware and welding products.,"Consumer, Electronics, Manufacturing","Shenzhen, Guangdong, China, Asia",,,Astor,https://www.crunchbase.com/organization/astor
Series A - Kodem Security,https://www.crunchbase.com/funding_round/kodem-security-series-a--c8638c07,Series A,18000000,USD,18000000,2023-06-13,2,2,Providing users with runtime intelligence to grasp the relevant application risks.,,"Tel Aviv-yafo, Tel Aviv, Israel, Asia",,https://www.kodemsecurity.com/,Kodem Security,https://www.crunchbase.com/organization/kodem-security
Series B - Adventus.io,https://www.crunchbase.com/funding_round/adventus-io-series-b--db1b69f9,Series B,22000000,USD,22000000,2023-05-22,,3,"Adventus.io is a student recruitment platform that enables recruiters, institutions and service providers to locate and transact easily.","Education, Recruiting, Software","Singapore, Central Region, Singapore, Asia",$1M to $10M,https://adventus.io/,Adventus.io,https://www.crunchbase.com/organization/adventus-io
Series A - The Volte,https://www.crunchbase.com/funding_round/the-volte-2-series-a--47fb3957,Series A,4000000,USD,4000000,2023-05-19,1,2,Peer-to-Peer Designer Fashion Rental Marketplace,"E-Commerce, Fashion, Lifestyle, Marketplace, Tourism, Travel","Perth, Western Australia, Australia, Oceania",,https://www.thevolte.com,The Volte,https://www.crunchbase.com/organization/the-volte-2
Series B - Huamei Haolian,https://www.crunchbase.com/funding_round/huamei-haolian-series-b--4830c7e0,Series B,,,,2023-05-23,5,3,Huamei Haolian specializes in providing telemedicine and medical tourism services.,"Health Care, Information Technology, mHealth, Telecommunications","Beijing, Beijing, China, Asia",,https://www.huameihaolian.com/,Huamei Haolian,https://www.crunchbase.com/organization/huamei-haolian
Series B - RED 6,https://www.crunchbase.com/funding_round/red-6-series-b--eb11be39,Series B,70000000,USD,70000000,2023-06-02,15,10,RED 6 is an augmented reality company that works with the Air Force to train fighter pilots.,"Air Transportation, Artificial Intelligence, Augmented Reality, Information Technology","Orlando, Florida, United States, North America",,https://www.red6ar.com,RED 6,https://www.crunchbase.com/organization/red-6
Series B - FINNOMENA,https://www.crunchbase.com/funding_round/finnomena-series-b--2d743a40,Series B,5500000,USD,5500000,2023-06-03,3,4,Thailand's Leading-edge wealth creation platform curating expert led-advice and championing the best investment opportunities,"Financial Services, FinTech, Wealth Management","Bangkok, Krung Thep, Thailand, Asia",$1M to $10M,http://www.finnomena.com/,FINNOMENA,https://www.crunchbase.com/organization/finnomena
Series A - Oasis Business,https://www.crunchbase.com/funding_round/oasis-business-series-a--d2a5fab6,Series A,5000000000,KRW,3791272,2023-05-24,5,5,"Oasis Business is an information services company that provides AI solutions to the finance, construction, and distribution industries.","Artificial Intelligence, Information Services, Market Research","Seoul, Seoul-t'ukpyolsi, South Korea, Asia",$10M to $50M,https://oasisbusiness.co.kr,Oasis Business,https://www.crunchbase.com/organization/oasis-business
Series A - Nuoyu Pharmaceutical,https://www.crunchbase.com/funding_round/nuoyu-pharmaceutical-series-a--05eee948,Series A,,,,2023-05-15,1,1,Nuoyu Pharmaceutical is a medical innovative drug producer that emphasizes in nuclear drug research and drug screening.,"Biopharma, Biotechnology, Medical","Wuxi, Anhui, China, Asia",,http://norroybioscience.com,Nuoyu Pharmaceutical,https://www.crunchbase.com/organization/nuoyu-pharmaceutical
Series A - Live Anywhere,https://www.crunchbase.com/funding_round/live-anywhere-series-a--5fab653e,Series A,5000000000,KRW,3787333,2023-05-23,5,4,Live Anywhere is a tour guide that recommends houses suitable for monthly living.,"Guides, Tourism, Travel Accommodations","Jeju, Cheju-do, South Korea, Asia",,https://www.liveanywhere.me,Live Anywhere,https://www.crunchbase.com/organization/live-anywhere
Series A - Ole Insurance Group,https://www.crunchbase.com/funding_round/ole-insurance-group-series-a--8d839f48,Series A,12000000,USD,12000000,2023-06-01,3,2,Ole Insurance Group focuses on offering protection and well-being products and services through technology.,InsurTech,"San Juan, NA - Puerto Rico, Puerto Rico, North America",,https://olelife.com,Ole Insurance Group,https://www.crunchbase.com/organization/ole-insurance-group
Series A - UpCodes,https://www.crunchbase.com/funding_round/upcodes-series-a--c26d6698,Series A,3500000,USD,3500000,2023-05-30,3,5,UpCodes helps the AEC industry deliver code compliant buildings.,"Architecture, Civil Engineering, Compliance, Construction","San Francisco, California, United States, North America",$1M to $10M,https://up.codes,UpCodes,https://www.crunchbase.com/organization/upcodes
Series A - Humanz,https://www.crunchbase.com/funding_round/moi-3-series-a--853426a1,Series A,5000000,USD,5000000,2023-06-05,1,5,Ecosystem for great content creators.,"Big Data, Digital Marketing, Software","Tel Aviv, Tel Aviv, Israel, Asia",,https://www.humanz.com,Humanz,https://www.crunchbase.com/organization/moi-3
Series A - Ke Yao Energy,https://www.crunchbase.com/funding_round/ke-yao-energy-series-a--79977c51,Series A,,,,2023-06-07,1,2,"Ke Yao is a high-tech enterprise focusing on R&D, production, sales and intelligent overall solutions for power intelligent equipment","Manufacturing, Renewable Energy","Suzhou, Jiangsu, China, Asia",,http://www.koyoe.com/,Ke Yao Energy,https://www.crunchbase.com/organization/ke-yao-energy
Series A - Lapotable,https://www.crunchbase.com/funding_round/lapotable-series-a--36123107,Series A,3500000000,KRW,2653890,2023-05-24,3,2,Lapotable is a ecommerce platform that trades food products that come directly from agricultural and farm lands.,"E-Commerce, Food and Beverage, Food Delivery, Food Processing, Organic Food","Seoul, Seoul-t'ukpyolsi, South Korea, Asia",,https://8dogam.com/,Lapotable,https://www.crunchbase.com/organization/lapotable
